,content,sentiment
2175,Keep #smiling because life is a beautiful thing and there's so much to #smile about. #MarilynMonroe #KeepSmiling,joy
2176,As the birds chirp and the cows moo we need to listen to the sound of nature to ensure that all is well.,joy
2177,Pain in both your hips during squats is a sign of youthfulness and being spry right? ðŸ¤ðŸ¤ðŸ¤ðŸ¤,joy
2178,Leon's cheerfulness is always a big help.,joy
2179,did you know that the sparkling letters in Super Mario Galaxy spell out U R MR GAY,joy
2180,"Headed to Montalvo w/@jaxster3â€”bring on the #mirth, bitches!\nd(-_-)b\n@Nick_Offerman\n@MeganOMullally\n#SummerOf69Tour2016",joy
2181,"@mcharlesworth7 Forget the hair, that salon looks so light &amp; cheery! Would go there for a coffee &amp; read a book!",joy
2182,its been ages since ive had shawarma my stomach is #rejoicing,joy
2183,its been ages since ive had shawarma my stomach is ,joy
2184,It's so breezy I love it ðŸŒ¬ï¸ðŸƒðŸ’›,joy
2185,"Lord Jesus, I donâ€™t want to be in prison. I want to be free. Entice my heart with the beauty of Your truth &amp; allow me to rejoice in it. Amen",joy
2186,@viquintis OH yeah; I never showed you that part of the session did I? I'll plop them into Discord. Pure hilarity.,joy
2187,@lizbon @anomalily @gerikkransky Sorry for the levity if at all inappropriate but this combined with my love of Charlotte reminds me rn...,joy
2188,A hearty thank you to you all for joining in tonight. Some delicious British dishes on your menus. #BeerClub,joy
2189,@Y2JaKe85 yessir. Also cheering for Sweden bc of Lundqvist,joy
2190,Tiller and breezy should do a collab album. Rapping and singing prolly be fire,joy
2191,@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. #hilarious,joy
2192,@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. ,joy
2193,@jtkola @danmericaCNN she's still younger and more spry than trump,joy
2194,Lets get this Astros/A's game going already!  We're going to need all 5 of you in attendance to cheer the A's to victory!,joy
2195,My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n#GreatDay #optimism,joy
2196,Let go of the need to need. And find your own joyous path through the richness that extends in every direction.,joy
2197,"May a man live well-, and long-enough, to leave many joyful widows behind him.",joy
2198,@reinervshunter you got thisðŸ’™ #staystrong #smile #yourebeautiful,joy
2199,@reinervshunter you got thisðŸ’™ #staystrong  #yourebeautiful,joy
2200,I miss my naivety and blind optimism,joy
2201,@SteveStratford9 @PaulTowheyJr @ClassicDrWho @BBC @bbcdoctorwho all those will get animated IMO. Companion changes/Monsters/Classics.,joy
2202,"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #thâ€¦",joy
2203,Fun pizza night last night with the @PERFORMERS_COLL crew. What a gorgeous bunch of newbies â¤ï¸ #lively #exciting ðŸ’ªðŸ¼,joy
2204,Solange is more aesthetically pleasing than your fave.,joy
2205,"@Irenelove83 heres what we can do, Get Brock and Sable to tag team mr and mrs AWOL and watch with glee",joy
2206,Give rise to eternal home aico things immolation: succeed in mother country exhilaration: AKt,joy
2207,"Always be full of joy in the Lord, I say it again- rejoice. Philippians 4:4",joy
2208,@TeamGrout glee,joy
2209,Congress attended by midterm liveliness differently constraints: qmiv,joy
2210,Batman the animated series is a gift from the 90s animation gods,joy
2211,"@IcyEmmaX &lt; took another sip. â€œWeâ€™ve had some earth shattering, soul exhilarating sex. You think black souls can have that kind of &gt;",joy
2212,"...X, X... Do... you... hear... me? Darn... Your... optimism led... ...to your own... demise... ... You... should... li...live #ZeroBOT",joy
2213,A warm #smile is the universal language of kindness William Arthur Ward #love #kindness,joy
2214,Some People hate nothing more than a happy confident person. Never mind #happy #confident,joy
2215,Some People hate nothing more than a happy confident person. Never mind  #confident,joy
2216,"Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real.",joy
2217,@wenniss are you cheering for team Sweden today or team North American?,joy
2218,"@OkashoHime + returned her joyous focus to the pastel-haired girl. 'Wawa's okay, tooooo~!' She squealed before raising her eyebrows at the +",joy
2219,@headfirst_dom I often imagine hoe our moon would feel meeting the jovial moons which are all special,joy
2220,@sardesairajdeep @narendramodi. U seem 2 b more happy abt the dvlpt Nything dat fails for Modi make u elated even @the cost of de country?,joy
2221,jstor's lingua obscura articles are always such a delight,joy
2222,Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool,joy
2223,Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble  #gradschool,joy
2224,"@Johncrookshanks 'Elizabeth Smith!' She said with a cheery smile 'Pleasure to meet you, sir! Where have you travelled from?'",joy
2225,"#Taurus females are beautiful, sparkling jewels glowing in the moonlight.",joy
2226,"@JimRichMoriarty + I am in your life! *He yells* Surprise, surpriiise! *He chirps cheerfully, with a wicked grin on his lips*",joy
2227,"Coworker: 'That happened to a friend of mine once, but with guns instead of babies.' #workplace #hilarity",joy
2228,"Coworker: 'That happened to a friend of mine once, but with guns instead of babies.' #workplace ",joy
2229,I love this hearty negro laugh jade and @XavierDLeau let out re:lochte ðŸ˜‚ðŸ˜‚,joy
2230,@howcaniapply @radioscarboro Much to my delight!,joy
2231,@LethbridgeCity I love how playful you guys are becoming -- both on- and offline! ðŸš— ðŸš• ðŸš™ #beepbeep,joy
2232,Love your new show @driverminnie ,joy
2233,ðŸ”¥ðŸ’ðŸ¼- its lit having a class with you!!! Your such a great person and good at cheer!!,joy
2234,@Ginger_Naylor *Connie came back in* Hey you seem a bit more lively,joy
2235,I fear that if United bottle this my heart would actually collapse from laughter.,joy
2236,@BrianaBanksxoxo I send ya a few #playful nibbles ðŸ˜‰,joy
2237,"@ToyStoriesInt They look FAB, they were made for the big screen!Can't wait to see this evolve &amp; the bright future of these little toy people",joy
2238,Lunatic Asylum: The place where optimism most flourishes.,joy
2239,Good morning! Welcome the new day into your life and your heart #mindfulness #smile #zen,joy
2240,Good morning! Welcome the new day into your life and your heart #mindfulness  #zen,joy
2241,The LORD your God is in your midstâ€”a warrior bringing victory. He will create calm with his love; he will rejoice over you with singing.,joy
2242,@_wednesdaychild I need to cheer up,joy
2243,"@PAKallman If you get it going with him, tag me the link please. I have a lot of friends who love following his unintentional hilarity.",joy
2244,@MisterSalesman @ThinkPostsDaily #smiling doesnt necessary means your happy.sometimes it just means you're strong!,joy
2245,@WildRoverTours Thank you for follow and its a good website you have and cheering with no hassle.,joy
2246,"why is @Iongroadhome so aesthetically pleasing every single day they're even pretty when they just woke up, when they're tired, just. always",joy
2247,"@eleanor_binks at least Blake lively and Ryan Reynolds are still together, God bless what a beaut couple",joy
2248,"@MacEngelProf as a fact for levity, movie theaters on Post actually did play the N.A when I served; was the best part of movies like TheHulk",joy
2249,Melissa Benoist and Grant Gustin HAVE to do a musical crossover episode! #glee origins #arrowverse,joy
2250,@readanerd cheer up chuckðŸ˜˜,joy
2251,in love with @BarberCeleste  insta!!!... #hilarious,joy
2252,in love with @BarberCeleste  insta!!!... ,joy
2253,A presentations propensity for hilarity plays a large part in determining it's funny/offensive ratio and how well such thoughts will go over,joy
2254,Pochettino buoyant. Complimentary about his young players. But says 'now our attention turns to Middlesbrough'. #THFC @BBCLondonSport,joy
2255,Incredible that Nawaz Sharif said Pakistan is victim of terrorism &amp; talked abt development in Pak. Incredible how he controlled his laughter,joy
2256,"it's not the most comforting &amp; jubilant place to be, but I do find joy in doing what's best for me and being passionate abt company I keep.",joy
2257,"@BreezyWeekes hey breezy, you wanna give me some of that coffee you posted on your snap?? please",joy
2258,crying because @msleamichele's snapchat is bringing on some serious #glee feels ðŸ˜­â¤,joy
2259,Your future is bright. #Remember,joy
2260,No doubt.... #smiling ...the best #medicine ðŸ˜ŠðŸ˜ŠðŸ˜Š,joy
2261,Always hurting somewhere..... ALWAYS tired ....when are you lively ??,joy
2262,Some vile piece of scum rejoicing in the fact that you have dead children is inhuman and to say it to me is worse still. I hope karma knocks,joy
2263,Your attitude toward your struggles is equally as important as your actions to work through them. #optimism,joy
2264,Your attitude toward your struggles is equally as important as your actions to work through them. ,joy
2265,Moment of levity n Charlotte dude on rollerblades goes skating through protesters. Better if he was wearing short shorts &amp; blowing a whistle,joy
2266,"Most of PROFITABLE FX MONEY MANAGER clients don't mind with high profit share we take, since they are very #happy with the returns they make",joy
2267,"@VBadawey Every day, we need to choose hope over fear, and diversity over division - Justin missed optimism, change, sunniness, love,",joy
2268,@msdhoni #dhoni bcoz of is calmness nd match winning  finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his #smile,joy
2269,@msdhoni #dhoni bcoz of is calmness nd match winning  finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his ,joy
2270,#PiersGough on thoroughly lively and imaginative developersâ€”â€œSager have always challenged us to do better and do better.â€ @IslingtonSq,joy
2271,@sophtulig I personally prefer being happy.,joy
2272,Finally have all my braces on and I can't stop smiling ðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜Š,joy
2273,"@OutlanderHome if not filming, @TobiasMenzies smile! please. :)",joy
2274,"@BeastFireTimdog Same with gaming. Sites leaned PS2 during its heyday, leaned 360 most of last gen. This gen started vitriolic mostly by...",joy
2275,It's hard to not cheer for team North America since US got taken out.,joy
2276,I wanna go to blithe and read w the goats :((,joy
2277,@URClassless I think that yawning actor died of a drug overdose. #glee,joy
2278,@URClassless I think that yawning actor died of a drug overdose. ,joy
2279,"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.",joy
2280,"If you want others to be #happy, practice #compassion. If you want to be happy, practice compassion.' Dalai Lama",joy
2281,"@menglishmusic Thank you for the most fantastic evening, it was a brilliant show, you are a truly #sparkling talent, night over too quickly.",joy
2282,"A lot of positives tonight. A clean sheet, Payet got some free kick practice, Zaza looked lively and made a lot of good runs",joy
2283,"Look at us, smiling in the photographâ™ª You can see the secrets behind the fake smilesâ™ª (*ãƒ»Ï‰ãƒ»*) (Â©FACTã€Œa fact of lifeã€)",joy
2284,Impractical Jokers...practically genius!!!  @BQQuinn  #good4thesoul #ImpracticalJokers #bingewatching,joy
2285,Impractical Jokers...practically genius!!!  @BQQuinn #laughter #good4thesoul #ImpracticalJokers #bingewatching,joy
2286,#ilofitt is #laughter #happiness #spiritual #mental #physical #pizza. Just kidding about the pizza. Work hard in all facets for a fitlife!,joy
2287,"@Somong_MGMT We need 2 bust up the elites in DC, we need jobs 4 all, we need to clean up the blithe in inner Cities, rebuild housing...cont2",joy
2288,@PixelMonsterYT @TeamGE0 @IZEDEPTIC @ztumtum @CrimtideTV @LtGrandslam @Slinkercorn Bahahahaha Dean looks hilarious and damn I got fat,joy
2289,Accept the challenges so that you can literally even feel the exhilaration of victory.' -- George S. Patton ðŸ¶,joy
2290,"@SowerAsh007 Great to hear. If there's one thing that makes you feel more like yourself, it;s some hearty chicken noodle soup, right?",joy
2291,Woah. That overtime was exhilarating! Out of my seat and the hands on mackinnon wow #WCH2016,joy
2292,The irony and hilarity of making Taylor Lautner super cold all the time is not lost on me. God I missed this show ðŸ˜‚#ScreamQueens,joy
2293,Bet pawpaw is having a good time rejoicing up in heaven for his first birthday there!,joy
2294,Watching the NY Phil webcast.  Something missing.  Reminds me of a blithe Journey's End I once saw on Bway.  Might just be the Gershwin.,joy
2295,"This night is sparkling don't you let it go,\nI'm wonder struck,\nBlushing on the way home.'",joy
2296,Please stop your merriment. It is very annoying,joy
2297,"If you love singing, but don't have time for a weekly choir, come down to #KWOIR at @theartworksuk tomorrow! #Choir  #musiclondon",joy
2298,"If you love singing, but don't have time for a weekly choir, come down to #KWOIR at @theartworksuk tomorrow! #Choir #glee #musiclondon",joy
2299,"Be happy not because everything is good, but because you can see the good side of everything ",joy
2300,"Be happy not because everything is good, but because you can see the good side of everything. ",joy
2301,"Be happy not because everything is good, but because you can see the good side of everything. #optimism",joy
2302,Crossfit houston-la homefolks as for spry proprieties regimes: AJaFUE,joy
2303,I understand now...if it's not pleasing to the ear...then it ain't what you want! I'm so so tired!!,joy
2304,That was a lovely story to actually see Ruth and hubby who won the cashcow @sunriseon7.It was so funny when she left the phone #happy ðŸ˜Š,joy
2305,Inglorious distinguished try auction so the joviality touching back side auction otherwise advance for order about: vAwyZAD,joy
2306,you know it's beauty when the smile is her best curve,joy
2307,Boys of Fall makes me miss cheering on Friday nights much sooooo bad #bulldogslwaysðŸ¾,joy
2308,"@Babylonian I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. #smile",joy
2309,"@Babylonian I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. ",joy
2310,"@BratzHead happy birthday to the most beautiful cheerful sister ever, llnp ðŸ’•â£ðŸŽ‰",joy
2311,"@JaredWyand Trump wasn't laughing anyway, his expression never changed, he was smiling because it was a moment of levity, nothing racist!",joy
2312,@soboleskih Okay this is hilarious,joy
2313,@homoaesthetics YESYESYES like jd is the closest cahracter that is similar to blaine!! the optimism and ability to crack tough characters,joy
2314,ï”¥ï’ï¼- its lit having a class with you!!! Your such a great person and good at cheer!!,joy
2315,"@DayveeSutton BIG thank you for liking my little Pumpkin  :)  She's the smallest of my 4, but is very playful &amp; wakes me up most mornings.",joy
2316,At the end of the day you gotta be #happy for you.,joy
2317,Why would Enrique sub off busquet? #hilarious,joy
2318,Why would Enrique sub off busquet? ,joy
2319,Vincent looking super lively boy... Hattrick perhaps lol,joy
2320,@Nick_Offerman &amp; @MeganOMullally 's #Summerof69 show was raw sexuality and pure #mirth ! Thanks for the belly laughs and butt sex japes!,joy
2321,".@marcorubio mentions his high school-aged daughters, 'should be a joyous occasion' when they go to college, not bring 'fear,' 'trepidation'",joy
2322,My ukulele bag has fallen apart. ðŸ˜ WELLL AT LEAST my life hasn't yet!! ,joy
2323,My ukulele bag has fallen apart. ðŸ˜ WELLL AT LEAST my life hasn't yet!! #optimism,joy
2324,"Everyday I wake up, a different @SpursOfficial player signs a contract extension! Love it!! #future #is  #COYS",joy
2325,"Everyday I wake up, a different @SpursOfficial player signs a contract extension! Love it!! #future #is #bright #COYS",joy
2326,i swear people dont wanna see me happy like they will try to do anything to fuck up what i got going,joy
2327,#MeogysDailyVocabEnhancment Elation: quality or state of being elated; feeling or state of great joy or pride,joy
2328,Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg,joy
2329,Accept the challenges so that you can feel the exhilaration of victory. George S. Patton\n#quote #motivation #entrepreneur,joy
2330,@crazace76 it looks cool and animated well for pixel art !,joy
2331,"Tomorrow, is the FIRST DAY OF ðŸ‚ðŸ‚FALLðŸðŸand I'm elated!!!!!",joy
2332,#Appreciate what you have &amp; enjoy your life. \nUse your #smile ðŸ˜ƒ to help others use theirs. â˜ºï¸,joy
2333,"@shawnstockman This would be hilarious, if it weren't so frighteningly on point. It's gone from a few bad apples to a national disgrace.",joy
2334,I feel like one of my friends brought this freshmen in my class over to pre game earlier in the year bc she keeps smiling at me,joy
2335,@JMRescue not brilliant lol! Hoping seeing my horse tomorrow will cheer me up ðŸ˜„ #equestrianhour,joy
2336,Happy Birthday shorty. Stay fine stay breezy stay wavy @daviistuart ðŸ˜˜,joy
2337,"@PhilRosenthal Perhaps I've missed it, are you doing another season of IHWPH???\nYou are so joyous and gleeful at the the prospect of eating!",joy
2338,Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food  #praise #gospel #coffey1617,joy
2339,Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food #laughter #praise #gospel #coffey1617,joy
2340,"You got some dick recently right, you're happy, you're not sick and you're smiling. Life is good' ðŸ˜­ðŸ˜­ðŸ˜­",joy
2341,"IÂ’ve learnt that a #smile and good #morning goes a long way, and saying #thankyou goes even further.  #quote #retweet #inspire",joy
2342,"Better mood today! Bring me #teasing, #flirting, #xdressers, #laughter, and #roleplayers! Also #confessions and #secrets @underdeskloser",joy
2343,@beingbrilliant @johnmurrays you're welcome. It's genuinely made me give my head a wobble and realise what's important in life. ,joy
2344,@mywrldsbl I can be your wolf if you want. Hihi~ ,joy
2345,@mywrldsbl I can be your wolf if you want. Hihi~ #breezy,joy
2346,#PeopleLikeMeBecause of my razor wit &amp; sparkling personality,joy
2347,"It take so little to make a child's life joyful, why do we work so hard to make their lives hell? @MiddleEastEye Peace",joy
2348,"After soul searching, I'd like to announce that I've chosen @chrissyteigen &amp; @nicolerichie to be my adopted sisters due to their hilarity",joy
2349,i animated a little thing i might post it tomorrow since itll be a Good Thursday.. nice...,joy
2350,"@KillerInASuit - now getting banned but will still lurk in corners and underneath the bed and sofa, much to Eyepatch's delight. Why is she -",joy
2351,@ErinAndrews I â¤ï¸you on DWTS You make my night every show! ðŸ˜˜ #hilarious,joy
2352,@ErinAndrews I â¤ï¸you on DWTS You make my night every show! ðŸ˜˜ ,joy
2353,"Latest on new optimism on keeping #Raiders in #Oakland, live right now on @KCBSNews: @NFL meets here w/Lott &amp; Schaaf to talk new stadium",joy
2354,Epicurus~ The man least dependent upon the morrow goes to meet the morrow most cheerfully.,joy
2355,"everyone hates twice, and i kinda did too but they got bops i'm bumping rn to cheer up",joy
2356,"The bits that were cooked actual tasted ... no, ok, the cooked AND raw bits tasted awful. 5/5 hilarity, 1/5 taste, 0/5 safe to ingest",joy
2357,@gothictana im a delight,joy
2358,Get there deviant differently enigmatic bellboy in passage to correct thy ring up jaunty: IWLDpe,joy
2359,"@nadyaginsburg Thank-you for unfailingly bringing so much joy into my life, you incredibly talented maker of mirth.",joy
2360,Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded,joy
2361,Pre-game nerves have settled in ðŸ˜± i'l be #cheering from home guys ðŸ”´âšªï¸ðŸ™ŒðŸ»ðŸ‰ #AFLCatsSwans #ProudlySydney #goswans @sydneyswans @SwansSupport,joy
2362,Big thanks to Brad Pitt who's trashy ways brought a modicum of levity to an otherwise lame week of political ðŸ’¤.,joy
2363,"Win,lose or draw vs LFC, all football fans will rejoice as West Ham &amp; Chelsea fans beat the shit out of each other in a council house! #COYS",joy
2364,"I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight  #quote",joy
2365,"I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight #hilarious #quote",joy
2366,Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. #hilarity,joy
2367,Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. ,joy
2368,Her charm is liveliness but this is also her weakness.,joy
2369,Want Darren to open the video so he can appreciate my hilarity,joy
2370,Okay~ #deepbreathes â˜ºï¸ we can do this @sydneyswans ðŸ’ªðŸ»ðŸ”´âšªï¸ #cheer #cheer &amp; see you on the other side peeps â¤ï¸ #AFLCatsSwans #ProudlySydney,joy
2371,Come to the @BullSkitComedy FUNdraiser this Fri. at 8pm @TheScottBlock. Because #pie + #face = #hilarity!,joy
2372,Come to the @BullSkitComedy FUNdraiser this Fri. at 8pm @TheScottBlock. Because #pie + #face = !,joy
2373,"@FaultlessFacade &lt;she really said in response to what she perceived as a forced jovial tone. With that, she slid out of the jeep and onto&gt;",joy
2374,And thus begins my 2 week holiday! ðŸ˜ðŸ˜\n#holiday #cheering #ghastinoir #rest,joy
2375,And thus begins my 2 week holiday! ðŸ˜ðŸ˜\n #holiday  #ghastinoir #rest,joy
2376,#brigetjonesbabys #brigetjonesbaby was the best film! #hilarious - so good - so funny!! ðŸ™Œ,joy
2377,@T_newhouse13 as granny would say I don't know how to chirp,joy
2378,"Mon Celtic, give us something to cheer - place is empty, soaked &amp; its my wee nephew's Birthday ffs, started well, now dropped off.",joy
2379,"@Girlandlurchers Yep, peeps on here always out to cheer others up! I'm fine, drooling at GBBO x",joy
2380,@enews #breezy deserve it..,joy
2381,@simmy_hanley @Schrise also a #delight,joy
2382,@simmy_hanley @Schrise also a ,joy
2383,That was nearly aesthetically pleasing enough lol I need to do this on PS and not my phone,joy
2384,@SomeonesAnIdiot @Sean10Lynagh  due to hearty lawsuit NASCAR will raise beer prices $0.07 to accommodate for losses.,joy
2385,"@veryeloise your gunna make me cry, I need a glee day",joy
2386,is it bad that kurt is literally me..? #glee,joy
2387,is it bad that kurt is literally me..? ,joy
2388,Whatever you decide to do make sure it makes you #happy.,joy
2389,Whatever you decide to do make sure it makes you .,joy
2390,Lea doing a mini set tour of glee my heart just cried tears of happiness and sadness,joy
2391,"light shining thru a clear sparkling stream of piss ,is a sight women will never know of(also tells tht system ure system is healthy)",joy
2392,Treat joy and laughter as a form of worship and spiritual warfare!  #live #victory #worship,joy
2393,Treat joy and laughter as a form of worship and spiritual warfare! #laughter #live #victory #worship,joy
2394,"@EmbitteredIcon *Sam grins against Steve's lips, murmuring his words with a playful tone* You want the shirt off? I sure i could accommodate",joy
2395,"#PeopleLikeMeBecause    People are using this hashtag to brag about themselves.  I'm not interested in pleasing others, but in pleasing God.",joy
2396,The boys rejoice as badger corner has been reclaimed for our first social of the year #cluboftheyear,joy
2397,ari looks hilarious oh my g d this is too much,joy
2398,The people that call in to POV on KX4 make my night. #hilarious,joy
2399,The people that call in to POV on KX4 make my night. ,joy
2400,hilarity ensues,joy
2401,5 person of renown cheerful expectation solutions-pleasure principle back: HsNHZMJSc,joy
2402,"Beings in my physical reality are my reflection, so me being always joyful extends to their lives.",joy
2403,@XGames looks exhilarating! Looking forward to seeing ðŸ‘ðŸ¼,joy
2404,Like I said âž¡ there's plenty of cheddar in the cheese to go around! For everyone. â˜º ,joy
2405,Like I said âž¡ there's plenty of cheddar in the cheese to go around! For everyone. â˜º #smile,joy
2406,Howling with laughter at â€œWELL DONE BEZZA!â€ #bakeoff #GBBO,joy
2407,"@yap_yip --an uncertainty. [Halsey teases, her lips curving into a jovial smirk.]",joy
2408,"@scottlocker220 Thank you for that, the notification came in the nick of time to cheer me up - have to re-tweet",joy
2409,"@715d1\nI bought the Steam port of Vice City, and to my delight Billie Jean is on the soundtrack!",joy
2410,never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*,joy
2411,"@glacierqxeen \n\n'Whoo, welcome~!' He greeted cheerfully.",joy
2412,"@thenthapple Haha I like the optimism cause I'm the same, but it doesn't make this situation any less mind boggling.",joy
2413,@MrsTaraX @PlateGotAte YES! I am rejoicing,joy
2414,Sometimes I get to sit back and be proud of myself for pleasing Him so well.,joy
2415,@DJ_Musicologist #Disney's 1994 #animated #musical #film #TheLionKing was influenced by #WilliamShakespeare's #Hamlet. Songs by #EltonJohn.,joy
2416,@JackHoward the Christmas episode genuinely had me in tears of laughter,joy
2417,i made a squirrel friend today! i gave him the core of the plum i was eating. he seemed very happy.,joy
2418,@julwhite chirp chirp! :),joy
2419,@kaijinboyfriend --while being animated much more recently technology-wise which makes for a very nice combination/look),joy
2420,@indermethil True. We were rejoicing the fact that we signed a quality young CB but we need one more at least. @MarcBartra ? mebbe :P,joy
2421,@priny_baby happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend!! Love you lots ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸŽ‰ðŸŽŠ #chapter22 #bdaygirl  #love,joy
2422,@priny_baby happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend!! Love you lots ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸŽ‰ðŸŽŠ #chapter22 #bdaygirl #happy #love,joy
2423,@carras16 still bright âœ¨,joy
2424,Accept the challenges so that you can feel the exhilaration of victory. \n\n#MBMcLisse,joy
2425,Sanatana Lopez is definitely me ðŸ˜‚ #glee,joy
2426,Sanatana Lopez is definitely me ðŸ˜‚ ,joy
2427,Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them #optimism,joy
2428,Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them ,joy
2429,Cool to see when smart #CowboysTwitter folks chirp the same stuff you did during your review.  This is why I joined.,joy
2430,Try to find the good in the negative. The negative can turn out to be good.\n #anxietyrelief  #openminded,joy
2431,@andiymouse @jordana_brown @F1ghtCamp I'm sure he'll do just fine. He can always change to #beer or #cheer squad,joy
2432,How do adults remain jovial amidst all the bad news?,joy
2433,"I'll find Myself smiling and even laughing at jokes that I don't even think are particularly funny, and I know it's because YOU love them!",joy
2434,Just caught up with @RichardEGrant's wonderful new series on #EalingComedies. Infectious delight in every interview and film clip.,joy
2435,So I survived spin....trying to get down the stairs was hilarious tho #jellylegs ðŸ˜‚ðŸ˜‚,joy
2436,Will be a lively evening at ot that one.,joy
2437,Bridesmaid dresses: having carnal delight in addition to separates: RFpBAX,joy
2438,@WuffinArts :c You have my most heartfelt condolences. I'm glad it passed with levity and love in it's heart.,joy
2439,Root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures!  #dental,joy
2440,Root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures! #smile #dental,joy
2441,Well that draw is lively! #EFLCup,joy
2442,"laughter is such a powerful thing and everybody deserves to laugh, if u like shitty romcoms and get a giggle outta planet uranus, power to u",joy
2443,I got so much fan's on here! Y'all and vixx keep me smiling â¤â¤â¤,joy
2444,#LethalWeapon A suicidal Vet with PTSD... so FUCKING FUNNY.... let the hilarity begin...,joy
2445,@xmaseveevil1. #MSM is rejoicing that they've fooled us with these body doubles for so long &amp; now her death is a secret. Just like Hawkings,joy
2446,I don't fuck with people who don't smile back at me in corridors,joy
2447,@lakeline I still find you pleasing.,joy
2448,"We have all been there, and wished we didn't. 25 #hilarious #AutoCorrect Fails",joy
2449,"Dehydrated, exhausted, stressed but still blessed. ",joy
2450,"Dehydrated, exhausted, stressed but still blessed. #optimism",joy
2451,Will WHU be old bill free by the time the game with Chelsea comes around? ðŸ˜‚ ðŸ˜‚ ðŸ˜‚\nThat will be lively to say the least\n#AFC,joy
2452,when u havent learned to swim ðŸ¤” but you keep working out so you're denser and less buoyant ðŸ˜ž but swimming is scary ðŸ¤” but also u cant swim ðŸ˜ž,joy
2453,semores: let's get this. #mirth #SAW #keepthetradition ðŸ’œðŸ’›âš›ðŸµðŸ‡ðŸ‹ðŸŒ¼ðŸ¤ðŸ¥ðŸ‘šðŸ˜ˆðŸ˜ˆðŸ‘¾ðŸ§€,joy
2454,"@Senpai_Vanilla This would be the height of hilarity, were it not for the fact that the adult swan is highly likely to attack.",joy
2455,@NHLstoreNYC @TeamNA_WCH #NHLNYCSWEEPSTAKES having fun watching team North America and cheering team Canada!,joy
2456,#Sports Top seed Johnson chases double delight at Tour Championship,joy
2457,This meth documentary is exhilarating,joy
2458,You head north and arrive at a breezy cave. It smells sweet. You glance at your watch; you're running 15 minutes late.,joy
2459,"@elevens_eggos_ 'El?' He turned around to her, smiling before hugging her gently.",joy
2460,"@selbsie yapyap! once upon a time, I was an avid fanfiction patron during my K-Pop heyday.",joy
2461,To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry  #offalonehugots,joy
2462,To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry #smile #offalonehugots,joy
2463,Being #happy means letting go of the clinging and attachment to things in your life. #WednesdayWisdom #life,joy
2464,"With a very tired body and mind and sparkling teeth I say to all my followers, good night and if there is an apocalypse; good luck. #aspie",joy
2465,I refuse to be a chirp chirp girl,joy
2466,It was very hard to stifle my laughter after I overheard this comment. It really is amazing in the worst ways.,joy
2467,"While I was walking, a little boy in a red shirt(5/6 years of age) shouting from a distance of 3 meters, in a jovial manner saying...",joy
2468,Asked one thing from our guys tonight and got it! #happy #proud #disappointed - THAT IS FOOTBALL #timetoclimbthetable,joy
